Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Cost per item,Status
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,Estée Lauder Double Wear Stayinplace Makeup Foundation 1 OZ Original Formula NIB,"<p>Authentic Estée Lauder makeup from Sol Beautiful — chosen for the formula, the ritual, and how it actually wears.</p><p>New in box. Packed in Fountain Valley, California and shipped from the United States.</p><p>Manufacturer UPC is listed on each shade we have verified — a check against the authentic counter formula.</p><p>2,557 sold — a formula people come back for.</p>",Estée Lauder,Health & Beauty > Personal Care,Makeup,new-in-box,TRUE,Color / Shade,Cool Bone 1C1,,,,,116112402153-1,14,shopify,2,deny,manual,39.88,,TRUE,TRUE,,https://i.ebayimg.com/images/g/XGQAAOSwqmJl-epI/s-l800.jpg,1,Estée Lauder Double Wear Stayinplace Makeup Foundation 1 OZ Original Formula NIB,FALSE,Estée Lauder Double Wear Stayinplace Makeup Foundation 1 OZ Original Formula NIB | Sol Beautiful,"Authentic Estée Lauder makeup from Sol Beautiful — Estée Lauder Double Wear Stayinplace Makeup Foundation 1 OZ Original Formula NIB. Packed in Fountain Valley, CA and shipped from the USA.",oz,,active
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Pure Beige 2C1,,,,,116112402153-2,14,shopify,0,deny,manual,44.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Warm Porcelain 1W0,,,,,116112402153-3,14,shopify,0,deny,manual,44.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Cool Vanilla 2C0,,,,,116112402153-4,14,shopify,0,deny,manual,38.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Spiced Sand 4N2,,,,,116112402153-5,14,shopify,0,deny,manual,34.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Ivory Beige 3N1,,,,,887167142534,14,shopify,53,deny,manual,34.40,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Wheat 3N2,,,,,116112402153-7,14,shopify,0,deny,manual,24.25,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Porcelain 1N0,,,,,0088716735100,14,shopify,0,deny,manual,33.16,,TRUE,TRUE,887167351004,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Ivory Rose 2C4,,,,,116112402153-9,14,shopify,0,deny,manual,38.88,,TRUE,TRUE,027131969778,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,SandBar 3C3,,,,,116112402153-10,14,shopify,0,deny,manual,38.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Shell Beige 4N1,,,,,116112402153-11,14,shopify,0,deny,manual,44.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Softan 4C3,,,,,295289782718,14,shopify,0,deny,manual,38.88,,TRUE,TRUE,027131971733,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Maple Deep 5N1.5,,,,,394075107793,14,shopify,0,deny,manual,38.88,,TRUE,TRUE,887167351035,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Buff 2N2,,,,,276347194597,14,shopify,129,deny,manual,47.70,,TRUE,TRUE,887167351011,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Rich Ginger 5N1,,,,,0027131228417,14,shopify,7,deny,manual,38.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Ecru 1N2,,,,,0027131392330,14,shopify,20,deny,manual,47.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Bronze 5W1,,,,,027131971740,14,shopify,0,deny,manual,29.90,,TRUE,TRUE,027131971740,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Outdoor Beige 4C1,,,,,027131187059,14,shopify,0,deny,manual,24.94,,TRUE,TRUE,887167325197,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Cinnamon 5W1.5,,,,,887167351042,14,shopify,0,deny,manual,34.20,,TRUE,TRUE,887167351042,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Sand 1W2,,,,,027131392378,14,shopify,0,deny,manual,29.30,,TRUE,TRUE,887167507135,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Alabaster 0N1,,,,,887167449091,14,shopify,0,deny,manual,38.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Auburn 4C2,,,,,0002713118708,14,shopify,0,deny,manual,22.44,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Ivory Nude 1N1,,,,,027131934943,14,shopify,0,deny,manual,38.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Bone 1W1,,,,,027131971672,14,shopify,42,deny,manual,38.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Sienna 7C2,,,,,887167449145,14,shopify,10,deny,manual,26.36,,TRUE,TRUE,887167449145,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Pebble 3C2,,,,,027131971597,14,shopify,0,deny,manual,41.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Desert Beige 2N1,,,,,027131228400,14,shopify,0,deny,manual,44.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Warm Vanilla 2W0,,,,,116112402153-28,14,shopify,0,deny,manual,26.36,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Fresco 2C3,,,,,027131969686,14,shopify,53,deny,manual,41.90,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Tawny 3W1,,,,,116112402153-30,14,shopify,0,deny,manual,48.80,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Dusk 3C1,,,,,116112402153-31,14,shopify,28,deny,manual,44.88,,TRUE,TRUE,,,,,,,,oz,,
est-e-lauder-est-e-lauder-double-wear-stayinplace-makeup-foundation-1,,,,,,,,,Dawn 2W1,,,,,116112402153-32,14,shopify,0,deny,manual,37.88,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,Clinique Even Better SPF 15 Liquid Makeup Foundation 1 OZ / 30 ML Full Size NIB,"<p>Authentic Clinique makeup from Sol Beautiful — chosen for the formula, the ritual, and how it actually wears.</p><p>New in box. Packed in Fountain Valley, California and shipped from the United States.</p><p>Manufacturer UPC is listed on each shade we have verified — a check against the authentic counter formula.</p><p>973 sold — a formula people come back for.</p>",Clinique,Health & Beauty > Personal Care,Makeup,new-in-box,TRUE,Shade,Ivory CN 28,,,,,126356697166-1,7,shopify,31,deny,manual,22.90,,TRUE,TRUE,020714324629,https://i.ebayimg.com/images/g/spEAAOSw3-5l4maK/s-l800.jpg,1,Clinique Even Better SPF 15 Liquid Makeup Foundation 1 OZ / 30 ML Full Size NIB,FALSE,Clinique Even Better SPF 15 Liquid Makeup Foundation 1 OZ / 30 ML Full Size NIB | Sol Beautiful,"Authentic Clinique makeup from Sol Beautiful — Clinique Even Better SPF 15 Liquid Makeup Foundation 1 OZ / 30 ML Full Size NIB. Packed in Fountain Valley, CA and shipped from the USA.",oz,,active
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Porcelain Beige CN 62,,,,,126356697166-2,7,shopify,2,deny,manual,24.28,,TRUE,TRUE,020714324704,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Linen CN 08,,,,,126356697166-3,7,shopify,8,deny,manual,24.60,,TRUE,TRUE,020714495428,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Meringue WN 12,,,,,126356697166-4,7,shopify,0,deny,manual,21.16,,TRUE,TRUE,020714977023,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Tea WN 44,,,,,126356697166-5,7,shopify,8,deny,manual,19.98,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Breeze CN 02,,,,,126356697166-6,7,shopify,0,deny,manual,28.24,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Ecru WN 22,,,,,126356697166-7,7,shopify,21,deny,manual,21.55,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Stone WN 38,,,,,126356697166-8,7,shopify,0,deny,manual,23.98,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Tawnied Beige WN 80,,,,,126356697166-9,7,shopify,16,deny,manual,19.98,,TRUE,TRUE,020714495466,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Latte WN 82,,,,,126356697166-10,7,shopify,2,deny,manual,19.87,,TRUE,TRUE,020714495473,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Cream Chamois CN 40,,,,,126356697166-11,7,shopify,17,deny,manual,23.88,,TRUE,TRUE,020714324636,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Nutty CN 78,,,,,126356697166-12,7,shopify,101,deny,manual,19.98,,TRUE,TRUE,020714324766,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Oat WN 48,,,,,126356697166-13,7,shopify,1,deny,manual,21.98,,TRUE,TRUE,020714977085,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Beige CN 74,,,,,126356697166-14,7,shopify,5,deny,manual,24.44,,TRUE,TRUE,020714324674,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Vanilla CN 70,,,,,126356697166-15,7,shopify,5,deny,manual,27.88,,TRUE,TRUE,020714324667,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Buff WN 16,,,,,126356697166-16,7,shopify,26,deny,manual,21.97,,TRUE,TRUE,020714495435,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Cashew WN 56,,,,,126356697166-17,7,shopify,0,deny,manual,16.98,,TRUE,TRUE,020714495442,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Cream Whip CN 18,,,,,126356697166-18,7,shopify,0,deny,manual,22.98,,TRUE,TRUE,020714324735,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Honey CN 58,,,,,126356697166-19,7,shopify,0,deny,manual,22.88,,TRUE,TRUE,020714324650,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Sand CN 90,,,,,126356697166-20,7,shopify,0,deny,manual,22.38,,TRUE,TRUE,020714324681,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Alabaster CN 10,,,,,126356697166-21,7,shopify,49,deny,manual,25.90,,TRUE,TRUE,020714324605,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Butterscotch WN 64,,,,,126356697166-22,7,shopify,5,deny,manual,23.99,,TRUE,TRUE,020714495459,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Clove WN 122,,,,,126356697166-23,7,shopify,0,deny,manual,14.68,,TRUE,TRUE,020714404611,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Golden WN 114,,,,,126356697166-24,7,shopify,26,deny,manual,19.87,,TRUE,TRUE,020714324698,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Honey Wheat WN 54,,,,,126356697166-25,7,shopify,16,deny,manual,21.90,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Neutral CN 52,,,,,126356697166-26,7,shopify,22,deny,manual,23.98,,TRUE,TRUE,020714324643,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Toasted Wheat WN 76,,,,,126356697166-27,7,shopify,0,deny,manual,19.98,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Bisque CN 29,,,,,126356697166-28,7,shopify,0,deny,manual,21.97,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Fair CN 20,,,,,126356697166-29,7,shopify,41,deny,manual,25.98,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,,Flax WN 01,,,,,126356697166-30,7,shopify,0,deny,manual,21.95,,TRUE,TRUE,020714976996,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,Clinique Long Last Soft Shine Matte Different Colour Moisture Surge Lipstick,"<p>Authentic Clinique makeup from Sol Beautiful — chosen for the formula, the ritual, and how it actually wears.</p><p>Authentic designer stock. Packed in Fountain Valley, California and shipped from the United States.</p><p>922 sold — a formula people come back for.</p>",Clinique,Health & Beauty > Personal Care,Makeup,,TRUE,Shade,Grape Cognac,,,,,CLNQ-FSL-GWP_G-8,2,shopify,0,deny,manual,28.80,,TRUE,TRUE,,https://i.ebayimg.com/images/g/xuQAAOxy8HlSaqcK/s-l800.jpg,1,Clinique Long Last Soft Shine Matte Different Colour Moisture Surge Lipstick,FALSE,Clinique Long Last Soft Shine Matte Different Colour Moisture Surge Lipstick | Sol Beautiful,"Authentic Clinique makeup from Sol Beautiful — Clinique Long Last Soft Shine Matte Different Colour Moisture Surge Lipstick. Packed in Fountain Valley, CA and shipped from the USA.",oz,,active
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Tenderheart,,,,,CLNQ-FSL-GWP_T,2,shopify,0,deny,manual,14.35,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Sweet Honey,,,,,CLNQ-FSL-GWP_S-10,2,shopify,0,deny,manual,19.16,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Sweetness,,,,,CLNQ-FSL-GWP_S-11,2,shopify,0,deny,manual,27.78,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Confetti,,,,,CLNQ-FSL-GWP_C,2,shopify,132,deny,manual,22.86,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Just Gorgeous,,,,,CLNQ-FSL-GWP_J,2,shopify,128,deny,manual,88.40,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Surprise,,,,,CLNQ-FSL-GWP_S,2,shopify,0,deny,manual,17.14,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Plum Brandy,,,,,CLNQ-FSL-GWP_P,2,shopify,0,deny,manual,17.24,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Golden Brandy,,,,,CLNQ-FSL-GWP_G-7,2,shopify,1,deny,manual,88.40,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Orchid Shimmer,,,,,CLNQ-FSL-GWP_O,2,shopify,24,deny,manual,42.90,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Blushing Nude,,,,,CLNQ-FSL-GWP_B-3,2,shopify,190,deny,manual,88.40,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Creamy Nude,,,,,CLNQ-FSL-GWP_C-5,2,shopify,0,deny,manual,14.36,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Ginger Flower,,,,,CLNQ-FSL-GWP_G,2,shopify,0,deny,manual,23.24,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Dubonnet,,,,,CLNQ-FSL-GWP_D,2,shopify,0,deny,manual,23.96,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Heather Plum,,,,,CLNQ-FSL-GWP_HP,2,shopify,0,deny,manual,28.76,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Blushing Nude (smushed tip),,,,,CLNQ-FSL-GWP_BNN,2,shopify,0,deny,manual,14.36,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Raspberry Glaced (smushed tip),,,,,CLNQ-FSL-GWP_RGST,2,shopify,0,deny,manual,7.63,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Beauty,,,,,CLNQ-FSL-GWP_B,2,shopify,0,deny,manual,7.72,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Waterviolet / Water Violet,,,,,CLNQ-FSL-GWP_WV,2,shopify,0,deny,manual,38.36,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Water Violet,,,,,CLNQ-FSL-GWP_W,2,shopify,0,deny,manual,21.08,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Matte Plum,,,,,CLNQ-FSL-GWP_MP,2,shopify,0,deny,manual,8.58,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Pure Posh,,,,,CLNQ-FSL-GWP_P-9,2,shopify,0,deny,manual,14.36,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Matte Crimson,,,,,CLNQ-FSL-GWP_MC,2,shopify,0,deny,manual,7.15,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Bamboo Pink,,,,,CLNQ-FSL-GWP_B-1,2,shopify,1,deny,manual,88.40,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Nude Splurge,,,,,CLNQ-FSL-GWP_N,2,shopify,0,deny,manual,18.71,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Glow Bronze,,,,,CLNQ-FSL-GWP_G-6,2,shopify,0,deny,manual,14.38,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Twinkle,,,,,CLNQ-FSL-GWP_T-13,2,shopify,14,deny,manual,49.80,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Matte Beauty,,,,,CLNQ-FSL-GWP_MB,2,shopify,0,deny,manual,7.66,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,A Different Grape,,,,,CLNQ-FSL-GWP_A,2,shopify,0,deny,manual,5.73,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Blushing Coral,,,,,CLNQ-FSL-GWP_B-2,2,shopify,0,deny,manual,28.76,,TRUE,TRUE,,,,,,,,oz,,
clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,,Bronze Leaf,,,,,CLNQ-FSL-GWP_B-4,2,shopify,0,deny,manual,28.76,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,MAC Studio Fix Powder Plus Foundation Compact .52oz/15 G Original Formula NIB,"<p>Authentic MAC makeup from Sol Beautiful — chosen for the formula, the ritual, and how it actually wears.</p><p>New in box. Packed in Fountain Valley, California and shipped from the United States.</p><p>Manufacturer UPC is listed on each shade we have verified — a check against the authentic counter formula.</p><p>767 sold — a formula people come back for.</p>",MAC,Health & Beauty > Personal Care,Makeup,new-in-box,TRUE,Shade,C35,,,,,116627453060-1,7,shopify,0,deny,manual,88.45,,TRUE,TRUE,,https://i.ebayimg.com/images/g/ufcAAOSw~NdoOzSt/s-l800.jpg,1,MAC Studio Fix Powder Plus Foundation Compact .52oz/15 G Original Formula NIB,FALSE,MAC Studio Fix Powder Plus Foundation Compact .52oz/15 G Original Formula NIB | Sol Beautiful,"Authentic MAC makeup from Sol Beautiful — MAC Studio Fix Powder Plus Foundation Compact .52oz/15 G Original Formula NIB. Packed in Fountain Valley, CA and shipped from the USA.",oz,,active
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NC42,,,,,116627453060-2,7,shopify,0,deny,manual,39.90,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NW45,,,,,116627453060-3,7,shopify,14,deny,manual,41.45,,TRUE,TRUE,773602010752,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NC46,,,,,116627453060-4,7,shopify,3,deny,manual,44.80,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NW33,,,,,116627453060-5,7,shopify,33,deny,manual,30.80,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,C4,,,,,116627453060-6,7,shopify,273,deny,manual,31.90,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NC30,,,,,116627453060-7,7,shopify,0,deny,manual,32.88,,TRUE,TRUE,773602010509,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,C5.5,,,,,116627453060-8,7,shopify,1,deny,manual,29.90,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,C6,,,,,116627453060-9,7,shopify,30,deny,manual,36.45,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,C8,,,,,116627453060-10,7,shopify,20,deny,manual,29.90,,TRUE,TRUE,773602047895,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,N5,,,,,116627453060-11,7,shopify,48,deny,manual,29.45,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,N9,,,,,116627453060-12,7,shopify,33,deny,manual,38.20,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NC43,,,,,116627453060-13,7,shopify,181,deny,manual,36.80,,TRUE,TRUE,773602042678,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NW46,,,,,116627453060-14,7,shopify,30,deny,manual,35.99,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NW48,,,,,116627453060-15,7,shopify,8,deny,manual,29.80,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,Shivering White,,,,,116627453060-16,7,shopify,2,deny,manual,88.45,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NW58,,,,,116627453060-17,7,shopify,16,deny,manual,33.45,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,C4.5,,,,,116627453060-18,7,shopify,50,deny,manual,29.80,,TRUE,TRUE,773602289486,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,C5,,,,,116627453060-19,7,shopify,75,deny,manual,29.90,,TRUE,TRUE,,,,,,,,oz,,
mac-mac-studio-fix-powder-plus-foundation-compact-52oz-15-g-original-f,,,,,,,,,NC43.5,,,,,116627453060-20,7,shopify,100,deny,manual,39.55,,TRUE,TRUE,,,,,,,,oz,,
